ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
1053	ʃ v ɛ s t ə r	*swestēr	ʃ v ɛ s t ə r	ʃvɛstər	Schwester	289	German				sister	*swestēr	231
1191	z ɪ t ə	*setjaną	z ɪ t - ə - ( - - )	zɪtə	zitten	326	Dutch				sit	*setjaną	232
1190	s ɪ t	*setjaną	s ɪ t - - - ( - - )	sɪt	sit	326	English				sit	*setjaną	232
1189	z ɪ ts ə n	*setjaną	z ɪ ts - ə n ( - - )	zɪt͡sən	sitzen	326	German				sit	*setjaną	232
1162	z ɛ s	*sexs	z ɛ - s	zɛs	zes	318	Dutch				six	*sexs	233
1161	s ɪ k s	*sexs	s ɪ k s	sɪks	six	318	English				six	*sexs	233
1160	z ɛ k s	*sexs	z ɛ k s	zɛks	sechs	318	German				six	*sexs	233
1146	s l aː n	*slaxaną	s l aː - - n ( - - )	slaːn	slaan	314	Dutch				slay	*slaxaną	234
1145	s l eɪ	*slaxaną	s l eɪ - - - ( - - )	sleɪ	slay	314	English				slay	*slaxaną	234
1144	ʃ l aː ɡ ə n	*slaxaną	ʃ l aː ɡ ə n ( - - )	ʃlaːɡən	schlagen	314	German				slay	*slaxaną	234
1668	s l aː p ə	*slēpaną	s l aː p ə - ( - - )	slaːpə	slapen	457	Dutch				sleep	*slēpaną	235
1667	s l iː p	*slēpaną	s l iː p - - ( - - )	sliːp	sleep	457	English				sleep	*slēpaną	235
1666	ʃ l aː f ə n	*slēpaną	ʃ l aː f ə n ( - - )	ʃlaːfən	schlafen	457	German				sleep	*slēpaną	235
1912	s l ɛɪ m	*slīmą	s l ɛɪ m ( - - )	slɛɪm	slijm	524	Dutch				slime	*slīmą	236
1911	s l aɪ m	*slīmą	s l aɪ m ( - - )	slaɪm	slime	524	English				slime	*slīmą	236
1910	ʃ l ai m	*slīmą	ʃ l ai m ( - - )	ʃlaim	Schleim	524	German				slime	*slīmą	236
1815	s m eː r ə	*smerwjaną	s m eː r - - ə - ( - - )	smeːrə	smeren	497	Dutch				smear	*smerwjaną	237
1814	s m ɪə r	*smerwjaną	s m ɪə r - - - - ( - - )	smɪər	smear	497	English				smear	*smerwjaną	237
1813	ʃ m iː r ə n	*smerwjaną	ʃ m iː r - - ə n ( - - )	ʃmiːrən	schmieren	497	German				smear	*smerwjaną	237
1059	s n eː ʋ	*snaigwaz	s n eː ( ʋ - - )	sneːʋ	sneeuw	290	Dutch				snow	*snaigwaz	238
1058	s n əʊ	*snaigwaz	s n əʊ ( - - - )	snəʊ	snow	290	English				snow	*snaigwaz	238
1057	ʃ n eː	*snaigwaz	ʃ n eː ( - - - )	ʃneː	Schnee	290	German				snow	*snaigwaz	238
1100	z ɔ r x	*surgō	z ɔ r x -	zɔrx	zorg	301	Dutch				sorrow	*surgō	239
1099	s ɔ r əʊ	*surgō	s ɔ r əʊ -	sɔrəʊ	sorrow	301	English				sorrow	*surgō	239
1098	z ɔ r ɡ ə	*surgō	z ɔ r ɡ ə	zɔrɡə	Sorge	301	German				sorrow	*surgō	239
1325	z iː l	*saiwalō	z iː - - l -	ziːl	ziel	363	Dutch				soul	*saiwalō	240
1324	s əʊ l	*saiwalō	s əʊ - - l -	səʊl	soul	363	English				soul	*saiwalō	240
1323	z eː l ə	*saiwalō	z eː - - l ə	zeːlə	Seele	363	German				soul	*saiwalō	240
1359	s p ɑ n ə	*spannaną	s p ɑ n ə - ( - - )	spɑnə	spannen	372	Dutch				span	*spannaną	241
1358	s p æ n	*spannaną	s p æ n - - ( - - )	spæn	span	372	English				span	*spannaną	241
570	s p æ n	*spannō	s p æ n ( - )	spæn	span	156	English				span	*spannō	241
1357	ʃ p a n ə n	*spannaną	ʃ p a n ə n ( - - )	ʃpanən	spannen	372	German				span	*spannaną	241
569	ʃ p a n ə	*spannō	ʃ p a n ( ə )	ʃpanə	Spanne	156	German				span	*spannō	241
1232	s p ɑ r	*sparrōn	s p ɑ r - -	spɑr	spar	338	Dutch				spar	*sparrōn	242
1231	s p ɑː r	*sparrōn	s p ɑː r - -	spɑːr	spar	338	English				spar	*sparrōn	242
1230	ʃ p a r ə n	*sparrōn	ʃ p a r ə n	ʃparən	Sparren	338	German				spar	*sparrōn	242
835	s p aː r ə	*sparēną	s p aː r ə - ( - - )	spaːrə	sparen	229	Dutch				spare	*sparēną	243
834	s p ɛə r	*sparēną	s p ɛə r - - ( - - )	spɛər	spare	229	English				spare	*sparēną	243
833	ʃ p aː r ə n	*sparēną	ʃ p aː r ə n ( - - )	ʃpaːrən	sparen	229	German				spare	*sparēną	243
367	s p eː r	*speru	s p eː r ( - )	speːr	speer	101	Dutch				spear	*speru	244
366	s p ɪə r	*speru	s p ɪə r ( - )	spɪər	spear	101	English				spear	*speru	244
365	ʃ p eː r	*speru	ʃ p eː r ( - )	ʃpeːr	Speer	101	German				spear	*speru	244
303	s p ɪ n ə	*spennaną	s p ɪ n ə - ( - - )	spɪnə	spinnen	84	Dutch				spin	*spennaną	245
302	s p ɪ n	*spennaną	s p ɪ n - - ( - - )	spɪn	spin	84	English				spin	*spennaną	245
301	ʃ p ɪ n ə n	*spennaną	ʃ p ɪ n ə n ( - - )	ʃpɪnən	spinnen	84	German				spin	*spennaną	245
181	s p ɪ l	*spennilō	s p ɪ - - - l ( - )	spɪl	spil	51	Dutch				spindle	*spennilō	246
180	s p ɪ n d ə l	*spennilō	s p ɪ n d ə l ( - )	spɪndḷ	spindle	51	English				spindle	*spennilō	246
179	ʃ p ɪ n d ə l	*spennilō	ʃ p ɪ n d ə l ( - )	ʃpɪndəl	Spindel	51	German				spindle	*spennilō	246
417	s p aː n	*spēnuz	s p aː n ( - - )	spaːn	spaan	114	Dutch				spoon	*spēnuz	247
416	s p uː n	*spēnuz	s p uː n ( - - )	spuːn	spoon	114	English				spoon	*spēnuz	247
415	ʃ p aː n	*spēnuz	ʃ p aː n ( - - )	ʃpaːn	Span	114	German				spoon	*spēnuz	247
1504	s p r ɛɪ d ə	*spraidjaną	s p r ɛɪ d - ə - ( - - )	sprɛɪdə	spreiden	412	Dutch				spread	*spraidjaną	248
1503	s p r ɛ d	*spraidjaną	s p r ɛ d - - - ( - - )	sprɛd	spread	412	English				spread	*spraidjaną	248
1502	ʃ p r ai t ə n	*spraidjaną	ʃ p r ai t - ə n ( - - )	ʃpraitən	spreiten	412	German				spread	*spraidjaną	248
71	s p oː r	*spuran	s p oː r ( - - )	spoːr	spoor	20	Dutch				spur	*spuran	249
70	s p ɜː r	*spuran	s p ɜː r ( - - )	spɜːr	spur	20	English				spur	*spuran	249
69	ʃ p ɔ r n	*spuran	ʃ p ɔ r ( - n )	ʃpɔrn	Sporn	20	German				spur	*spuran	249
1405	s t ɑ f	*stabiz	s t ɑ f ( - - )	stɑf	staf	384	Dutch				staff	*stabiz	250
1404	s t ɑː f	*stabiz	s t ɑː f ( - - )	stɑːf	staff	384	English				staff	*stabiz	250
1403	ʃ t aː p	*stabiz	ʃ t aː b ( - - )	ʃtaːp	Stab	384	German				staff	*stabiz	250
30	s t aː r t	*stertaz	s t aː r t ( - - )	staːrt	staart	8	Dutch				start	*stertaz	251
29	s t ɑː t	*stertaz	s t ɑː - t ( - - )	stɑːt	start	8	English				start	*stertaz	251
28	ʃ t ɛ r ts	*stertaz	ʃ t ɛ r ts ( - - )	ʃtɛrt͡s	Sterz	8	German				start	*stertaz	251
322	s t ɛ r v ə	*sterbaną	s t ɛ r v ə - - -	stɛrvə	sterven	89	Dutch				starve	*sterbaną	252
321	s t ɑː v	*sterbaną	s t ɑː - v - - - -	stɑːv	starve	89	English				starve	*sterbaną	252
320	ʃ t ɛ r b ə n	*sterbaną	ʃ t ɛ r b ə n - -	ʃtɛrbən	sterben	89	German				starve	*sterbaną	252
460	s t eː l ə	*stelaną	s t eː l ə - ( - - )	steːlə	stelen	126	Dutch				steal	*stelaną	253
459	s t iː l	*stelaną	s t iː l - - ( - - )	stiːl	steal	126	English				steal	*stelaną	253
458	ʃ t eː l ə n	*stelaną	ʃ t eː l ə n ( - - )	ʃteːlən	stehlen	126	German				steal	*stelaną	253
1627	s t ɑ m	*stamnaz	s t ɑ m ( - - - )	stɑm	stam	446	Dutch				stem	*stamnaz	254
1626	s t ɛ m	*stamnaz	s t ɛ m ( - - - )	stɛm	stem	446	English				stem	*stamnaz	254
1625	ʃ t a m	*stamnaz	ʃ t a m ( - - - )	ʃtam	Stamm	446	German				stem	*stamnaz	254
1397	s t ɪ l ə	*stelljaną	s t ɪ l - ə - ( - - )	stɪlə	stillen	382	Dutch				still	*stelljaną	255
1396	s t ɪ l	*stelljaną	s t ɪ l - - - ( - - )	stɪl	still	382	English				still	*stelljaną	255
1395	ʃ t ɪ l ə n	*stelljaną	ʃ t ɪ l - ə n ( - - )	ʃtɪlən	stillen	382	German				still	*stelljaną	255
449	s t ɛ l t	*steltjōn	s t ɛ l t - - ( - )	stɛlt	stelt	123	Dutch				stilt	*steltjōn	256
448	s t ɪ l t	*steltjōn	s t ɪ l t - - ( - )	stɪlt	stilt	123	English				stilt	*steltjōn	256
447	ʃ t ɛ l ts ə	*steltjōn	ʃ t ɛ l ts - ə ( - )	ʃtɛlt͡sə	Stelze	123	German				stilt	*steltjōn	256
1902	s t ɔ k	*stukkaz	s t ɔ k ( - - )	stɔk	stok	521	Dutch				stock	*stukkaz	257
1901	s t ɔ k	*stukkaz	s t ɔ k ( - - )	stɔk	stock	521	English				stock	*stukkaz	257
1900	ʃ t ɔ k	*stukkaz	ʃ t ɔ k ( - - )	ʃtɔk	Stock	521	German				stock	*stukkaz	257
1416	s t eː n	*stainaz	s t eː n ( - - )	steːn	steen	387	Dutch				stone	*stainaz	258
1415	s t əʊ n	*stainaz	s t əʊ n ( - - )	stəʊn	stone	387	English				stone	*stainaz	258
1414	ʃ t ai n	*stainaz	ʃ t ai n ( - - )	ʃtain	Stein	387	German				stone	*stainaz	258
1895	s t uː l	*stōlaz	s t uː l ( - - )	stuːl	stoel	519	Dutch				stool	*stōlaz	259
1894	s t uː l	*stōlaz	s t uː l ( - - )	stuːl	stool	519	English				stool	*stōlaz	259
1893	ʃ t uː l	*stōlaz	ʃ t uː l ( - - )	ʃtuːl	Stuhl	519	German				stool	*stōlaz	259
594	s t ɔː k	*sturkaz	s t ɔː - k ( - - )	stɔːk	stork	163	English				stork	*sturkaz	358
593	ʃ t ɔ r x	*sturkaz	ʃ t ɔ r x ( - - )	ʃtɔrx	Storch	163	German				stork	*sturkaz	358
672	s t ɔ r m	*sturmaz	s t ɔ r m ( - - )	stɔrm	storm	184	Dutch				storm	*sturmaz	260
671	s t ɔː m	*sturmaz	s t ɔː - m ( - - )	stɔːm	storm	184	English				storm	*sturmaz	260
670	ʃ t ʊ r m	*sturmaz	ʃ t ʊ r m ( - - )	ʃtʊrm	Sturm	184	German				storm	*sturmaz	260
1255	s t r oː	*strawą	s t r oː ( - - - )	stroː	stro	344	Dutch				straw	*strawą	261
1254	s t r ɔː	*strawą	s t r ɔː ( - - - )	strɔː	straw	344	English				straw	*strawą	261
1253	ʃ t r oː	*strawą	ʃ t r oː ( - - - )	ʃtroː	Stroh	344	German				straw	*strawą	261
1363	s t r oː m	*straumaz	s t r oː m ( - - )	stroːm	stroom	373	Dutch				stream	*straumaz	262
1362	s t r iː m	*straumaz	s t r iː m ( - - )	striːm	stream	373	English				stream	*straumaz	262
1361	ʃ t r oː m	*straumaz	ʃ t r oː m ( - - )	ʃtroːm	Strom	373	German				stream	*straumaz	262
733	s t r ɛ k ə	*strakkjaną	s t r ɛ k - ə - ( - - )	strɛkə	strekken	201	Dutch				stretch	*strakkjaną	263
732	s t r ɛ ʧ	*strakkjaną	s t r ɛ ʧ - - - ( - - )	strɛʧ	stretch	201	English				stretch	*strakkjaną	263
731	ʃ t r ɛ k ə n	*strakkjaną	ʃ t r ɛ k - ə n ( - - )	ʃtrɛkən	strecken	201	German				stretch	*strakkjaną	263
359	s t r oː j ə	*strawjaną	s t r oː - j ə - ( - - )	stroːjə	strooien	99	Dutch				strew	*strawjaną	264
358	s t r uː	*strawjaną	s t r uː - - - - ( - - )	struː	strew	99	English				strew	*strawjaną	264
357	ʃ t r ɔy ə n	*strawjaną	ʃ t r ɔy - - ə n ( - - )	ʃtrɔyən	streuen	99	German				strew	*strawjaną	264
495	s t r ɛ ŋ	*strangiz	s t r ɛ ŋ - ( - - )	strɛŋ	streng	135	Dutch				string	*strangiz	265
494	s t r ɪ ŋ	*strangiz	s t r ɪ ŋ - ( - - )	strɪŋ	string	135	English				string	*strangiz	265
493	ʃ t r a ŋ	*strangiz	ʃ t r a ŋ - ( - - )	ʃtraŋ	Strang	135	German				string	*strangiz	265
607	s t ʌ d	*stōdą	s t ʌ d - ( - )	stʌd	stud	167	English				stud	*stōdą	359
606	ʃ t uː t ə	*stōdą	ʃ t uː t ə ( - )	ʃtuːtə	Stute	167	German				stud	*stōdą	359
1872	z oː m ə r	*sumeraz	z oː m ə r ( - - )	zoːmər	zomer	513	Dutch				summer	*sumeraz	266
1871	s ʌ m ə r	*sumeraz	s ʌ m ə r ( - - )	sʌmər	summer	513	English				summer	*sumeraz	266
1870	z ɔ m ə r	*sumeraz	z ɔ m ə r ( - - )	zɔmər	Sommer	513	German				summer	*sumeraz	266
1758	z ɔ n	*sunnōn	z ɔ n ( - - )	zɔn	zon	481	Dutch				sun	*sunnōn	267
1757	s ʌ n	*sunnōn	s ʌ n ( - - )	sʌn	sun	481	English				sun	*sunnōn	267
1756	z ɔ n ə	*sunnōn	z ɔ n ( ə - )	zɔnə	Sonne	481	German				sun	*sunnōn	267
1656	ɑ f s ɔ n d ə r ə	*sundrōjaną	( ɑ f ) s ɔ n d ə r ( ə - - - - - )	ɑfsɔndərə	afzonderen	454	Dutch				sunder	*sundrōjaną	268
1655	s ʌ n d ə r	*sundrōjaną	( - - ) s ʌ n d ə r ( - - - - - - )	sʌndər	sunder	454	English				sunder	*sundrōjaną	268
1654	z ɔ n d ə r n	*sundrōjaną	( - - ) z ɔ n d ə r ( - n - - - - )	zɔndərn	sondern	454	German				sunder	*sundrōjaną	268
1367	z œy p ə	*sūpaną	z œy p ə - ( - - )	zœypə	zuipen	374	Dutch				sup	*sūpaną	269
1366	s ʌ p	*sūpaną	s ʌ p - - ( - - )	sʌp	sup	374	English				sup	*sūpaną	269
1365	z au f ə n	*sūpaną	z au f ə n ( - - )	zaufən	saufen	374	German				sup	*sūpaną	269
1283	z ʋ aː l yː ʋ	*swalgwōn	z ʋ aː l ( yː ʋ - - )	zʋaːlyːʋ	zwaluw	352	Dutch				swallow	*swalgwōn	270
1282	s ʋ ɔ l əʊ	*swalgwōn	s ʋ ɔ l ( əʊ - - - )	sʋɔləʊ	swallow	352	English				swallow	*swalgwōn	270
1281	ʃ v a l b ə	*swalgwōn	ʃ v a l ( - b ə - )	ʃvalbə	Schwalbe	352	German				swallow	*swalgwōn	270
1630	s ʋ ɔ n	*swanaz	s ʋ ɔ n ( - - )	sʋɔn	swan	447	English				swan	*swanaz	360
1629	ʃ v aː n	*swanaz	ʃ v aː n ( - - )	ʃvaːn	Schwan	447	German				swan	*swanaz	360
679	s ʋ ɛ l	*swellaną	s ʋ ɛ l - - ( - - )	sʋɛl	swell	186	English				swell	*swellaną	361
678	ʃ v ɛ l ə n	*swellaną	ʃ v ɛ l ə n ( - - )	ʃvɛlən	schwellen	186	German				swell	*swellaną	361
985	z ʋ ɛ m ə	*swemmaną	z ʋ ɛ m ə - ( - - )	zʋɛmə	zwemmen	270	Dutch				swim	*swemmaną	271
984	s ʋ ɪ m	*swemmaną	s ʋ ɪ m - - ( - - )	sʋɪm	swim	270	English				swim	*swemmaną	271
983	ʃ v ɪ m ə n	*swemmaną	ʃ v ɪ m ə n ( - - )	ʃvɪmən	schwimmen	270	German				swim	*swemmaną	271
1078	z ʋ ɛɪ n	*swīnan	z ʋ ɛɪ n ( - - )	zʋɛɪn	zwijn	295	Dutch				swine	*swīnan	272
1077	s ʋ aɪ n	*swīnan	s ʋ aɪ n ( - - )	sʋaɪn	swine	295	English				swine	*swīnan	272
1076	ʃ v ai n	*swīnan	ʃ v ai n ( - - )	ʃvain	Schwein	295	German				swine	*swīnan	272
209	z ʋ aː r t	*swerdą	z ʋ aː r t ( - - )	zʋaːrt	zwaard	58	Dutch				sword	*swerdą	273
208	s ɔː d	*swerdą	s - ɔː - d ( - - )	sɔːd	sword	58	English				sword	*swerdą	273
207	ʃ v eː r t	*swerdą	ʃ v eː r t ( - - )	ʃveːrt	Schwert	58	German				sword	*swerdą	273
330	t ɑ p	*tappōn	t ɑ p - ( - )	tɑp	tap	91	Dutch				tap	*tappōn	274
329	t æ p	*tappōn	t æ p - ( - )	tæp	tap	91	English				tap	*tappōn	274
328	ts a pf ə n	*tappōn	ts a pf ə ( n )	t͡sap͡fən	Zapfen	91	German				tap	*tappōn	274
1389	t oː m	*tauxmaz	t oː - m ( - - )	toːm	toom	380	Dutch				team	*tauxmaz	275
1388	t iː m	*tauxmaz	t iː - m ( - - )	tiːm	team	380	English				team	*tauxmaz	275
1387	ts au m	*tauxmaz	ts au - m ( - - )	t͡saum	Zaum	380	German				team	*tauxmaz	275
863	t iː n	*texun	t iː - - n	tiːn	tien	237	Dutch				ten	*texun	276
862	t ɛ n	*texun	t ɛ - - n	tɛn	ten	237	English				ten	*texun	276
861	ts eː n	*texun	ts eː - - n	t͡seːn	zehn	237	German				ten	*texun	276
1804	θ eɪ n	*θegnaz	θ eɪ - - n ( - - )	θeɪn	thane	494	English				thane	*θegnaz	362
1803	d eː ɡ ə n	*θegnaz	d eː ɡ ə n ( - - )	deːɡən	Degen	494	German				thane	*θegnaz	362
1198	d ɑ ŋ k	*θankaz	d ɑ ŋ k ( - - )	dɑŋk	dank	328	Dutch	!			thanks	*θankaz	277
1197	θ æ ŋ k s	*θankaz	θ æ ŋ k ( - s )	θæŋks	thanks	328	English	!			thanks	*θankaz	277
1196	d a ŋ k	*θankaz	d a ŋ k ( - - )	daŋk	Dank	328	German				thanks	*θankaz	277
952	d ɑ k	*θaką	d ɑ k ( - - )	dɑk	dak	261	Dutch				thatch	*θaką	278
951	θ æ ʧ	*θaką	θ æ ʧ ( - - )	θæʧ	thatch	261	English				thatch	*θaką	278
950	d a x	*θaką	d a x ( - - )	dax	Dach	261	German				thatch	*θaką	278
652	d iː f	*θeubaz	d iː f ( - - )	diːf	dief	179	Dutch				thief	*θeubaz	279
651	θ iː f	*θeubaz	θ iː f ( - - )	θiːf	thief	179	English				thief	*θeubaz	279
650	d iː p	*θeubaz	d iː b ( - - )	diːp	Dieb	179	German				thief	*θeubaz	279
715	d ɪ ŋ	*θengaz	d ɪ ŋ - ( - - )	dɪŋ	ding	196	Dutch				thing	*θengaz	280
714	θ ɪ ŋ	*θengaz	θ ɪ ŋ - ( - - )	θɪŋ	thing	196	English				thing	*θengaz	280
713	d ɪ ŋ	*θengaz	d ɪ ŋ - ( - - )	dɪŋ	Ding	196	German				thing	*θengaz	280
355	d ɛ ŋ k ə	*θankaz	d ɛ ŋ k ( ə - )	dɛŋkə	denken	98	Dutch	!			think	*θankaz	281
354	θ ɪ ŋ k	*θankaz	θ ɪ ŋ k ( - - )	θɪŋk	think	98	English	!			think	*θankaz	281
353	d ɛ ŋ k ə n	*θankaz	d ɛ ŋ k ( ə n )	dɛŋkən	denken	98	German				think	*θankaz	281
67	d ɔ r s t	*θurstuz	d ɔ r s t ( - - )	dɔrst	dorst	19	Dutch				thirst	*θurstuz	282
66	θ ɜː s t	*θurstuz	θ ɜː - s t ( - - )	θɜːst	thirst	19	English				thirst	*θurstuz	282
65	d ʊ r s t	*θurstuz	d ʊ r s t ( - - )	dʊrst	Durst	19	German				thirst	*θurstuz	282
1716	d ɪ s t ə l	*θestilaz	d ɪ s t ə l ( - - )	dɪstəl	distel	470	Dutch				thistle	*θestilaz	283
1715	θ ɪ s ə l	*θestilaz	θ ɪ s - ə l ( - - )	θɪsḷ	thistle	470	English				thistle	*θestilaz	283
1714	d ɪ s t ə l	*θestilaz	d ɪ s t ə l ( - - )	dɪstəl	Distel	470	German				thistle	*θestilaz	283
1660	d oː r n	*θurnuz	d oː r n ( - - )	doːrn	doorn	455	Dutch				thorn	*θurnuz	284
1659	θ ɔː n	*θurnuz	θ ɔː - n ( - - )	θɔːn	thorn	455	English				thorn	*θurnuz	284
1658	d ɔ r n	*θurnuz	d ɔ r n ( - - )	dɔrn	Dorn	455	German				thorn	*θurnuz	284
427	d œy z ə n t	*θūs-undī	d œy z ( - ) ə n t ( - )	dœyzənt	duizend	117	Dutch				thousand	*θūs-undī	285
426	θ aʊ z ə n d	*θūs-undī	θ aʊ z ( - ) ə n d ( - )	θaʊzṇd	thousand	117	English				thousand	*θūs-undī	285
425	t au z ə n d	*θūs-undī	t au z ( - ) ə n d ( - )	tauzənt	tausend	117	German				thousand	*θūs-undī	285
1351	d ɔ r s ə	*θreskaną	d ɔ r - s - ə - ( - - )	dɔrsə	dorsen	370	Dutch				thrash	*θreskaną	286
1350	θ r æ ʃ	*θreskaną	θ - r æ ʃ - - - ( - - )	θræʃ	thrash	370	English				thrash	*θreskaną	286
1349	d r ɛ ʃ ə n	*θreskaną	d - r ɛ ʃ - ə n ( - - )	drɛʃən	dreschen	370	German				thrash	*θreskaną	286
228	d r iː	*θrejez	d r iː - ( - - )	driː	drie	63	Dutch				three	*θrejez	287
227	θ r iː	*θrejez	θ r iː - ( - - )	θriː	three	63	English				three	*θrejez	287
226	d r ai	*θrejez	d r ai - ( - - )	drai	drei	63	German				three	*θrejez	287
550	d ɔ n d ə r	*θunraz	d ɔ n d ə r ( - - )	dɔndər	donder	150	Dutch				thunder	*θunraz	288
549	θ ʌ n d ə r	*θunraz	θ ʌ n d ə r ( - - )	θʌndər	thunder	150	English				thunder	*θunraz	288
548	d ɔ n ə r	*θunraz	d ɔ n - ə r ( - - )	dɔnər	Donner	150	German				thunder	*θunraz	288
981	t eː k	*tikkōn	t eː k ( - - )	teːk	teek	269	Dutch				tick	*tikkōn	289
980	t ɪ k	*tikkōn	t ɪ k ( - - )	tɪk	tick	269	English				tick	*tikkōn	289
979	ts ɛ k ə	*tikkōn	ts ɛ k ( ə - )	t͡sɛkə	Zecke	269	German				tick	*tikkōn	289
960	t ɛɪ t	*tīdiz	t ɛɪ t ( - - )	tɛɪt	tijd	263	Dutch				tide	*tīdiz	290
959	t aɪ d	*tīdiz	t aɪ d ( - - )	taɪd	tide	263	English				tide	*tīdiz	290
958	ts ai t	*tīdiz	ts ai t ( - - )	t͡sait	Zeit	263	German				tide	*tīdiz	290
814	t ɪ m b ə r	*temrą	t ɪ m b ə r ( - - )	tɪmbər	timber	223	English				timber	*temrą	363
813	ts ɪ m ə r	*temrą	ts ɪ m - ə r ( - - )	t͡sɪmər	Zimmer	223	German				timber	*temrą	363
1723	t eː n	*taixwō	t eː ( - - n )	teːn	teen	472	Dutch				toe	*taixwō	291
1722	t əʊ	*taixwō	t əʊ ( - - - )	təʊ	toe	472	English				toe	*taixwō	291
1721	ts eː ə	*taixwō	ts eː ( - ə - )	t͡seːə	Zehe	472	German				toe	*taixwō	291
1592	t eː k ə	*taiknan	t eː k ə - ( - - )	teːkə	teken	436	Dutch				token	*taiknan	292
1591	t əʊ k ə n	*taiknan	t əʊ k ə n ( - - )	təʊkən	token	436	English				token	*taiknan	292
1590	ts ai x ə n	*taiknan	ts ai x ə n ( - - )	t͡saixən	Zeichen	436	German				token	*taiknan	292
1205	t ɑ ŋ	*tangō	t ɑ ŋ - ( - - )	tɑŋ	tang	330	Dutch				tongs	*tangō	293
1204	t ɔ ŋ z	*tangō	t ɔ ŋ - ( - z )	tɔŋz	tongs	330	English				tongs	*tangō	293
1203	ts a ŋ ə	*tangō	ts a ŋ - ( ə - )	t͡saŋə	Zange	330	German				tongs	*tangō	293
1676	t ɔ ŋ	*tungōn	t ɔ ŋ - - ( - )	tɔŋ	tong	459	Dutch				tongue	*tungōn	294
1675	t ʌ ŋ	*tungōn	t ʌ ŋ - - ( - )	tʌŋ	tongue	459	English				tongue	*tungōn	294
1674	ts ʊ ŋ ə	*tungōn	ts ʊ ŋ - ə ( - )	t͡sʊŋə	Zunge	459	German				tongue	*tungōn	294
1742	t œy n	*tūnan	t œy n ( - - )	tœyn	tuin	477	Dutch				town	*tūnan	295
1741	t aʊ n	*tūnan	t aʊ n ( - - )	taʊn	town	477	English				town	*tūnan	295
1740	ts au n	*tūnan	ts au n ( - - )	t͡saun	Zaun	477	German				town	*tūnan	295
1684	t r eː d ə	*tredaną	t r eː d ə - ( - - )	treːdə	treden	461	Dutch				tread	*tredaną	296
1683	t r ɛ d	*tredaną	t r ɛ d - - ( - - )	trɛd	tread	461	English				tread	*tredaną	296
1682	t r eː t ə n	*tredaną	t r eː t ə n ( - - )	treːtən	treten	461	German				tread	*tredaną	296
1218	t r ɔ f	*trugą	t r ɔ f ( - - )	trɔf	trough	334	English				trough	*trugą	364
1217	t r oː k	*trugą	t r oː k ( - - )	troːk	Trog	334	German				trough	*trugą	364
656	ʋ aː d ə	*wadaną	ʋ aː d ə - ( - - )	ʋaːdə	waden	180	Dutch				wade	*wadaną	297
655	ʋ eɪ d	*wadaną	ʋ eɪ d - - ( - - )	ʋeɪd	wade	180	English				wade	*wadaną	297
654	v aː t ə n	*wadaną	v aː t ə n ( - - )	vaːtən	waten	180	German				wade	*wadaną	297
637	ʋ aː ɣ ə	*wagnaz	ʋ aː ɣ ə - ( - - )	ʋaːɣə	wagen	175	Dutch				wain	*wagnaz	298
636	ʋ eɪ n	*wagnaz	ʋ eɪ - - n ( - - )	ʋeɪn	wain	175	English				wain	*wagnaz	298
635	v aː ɡ ə n	*wagnaz	v aː ɡ ə n ( - - )	vaːɡən	Wagen	175	German				wain	*wagnaz	298
1041	ʋ aː k ə	*wakēną	ʋ aː k ə - ( - - )	ʋaːkə	waken	285	Dutch				wake	*wakēną	299
1040	ʋ eɪ k	*wakēną	ʋ eɪ k - - ( - - )	ʋeɪk	wake	285	English				wake	*wakēną	299
1039	v a x ə n	*wakēną	v a x ə n ( - - )	vaxən	wachen	285	German				wake	*wakēną	299
1769	ʋ ɛ r f	*warpą	ʋ ɛ r f ( - - )	ʋɛrf	werf	484	Dutch				warp	*warpą	300
1562	ʋ ɛ r p ə	*werpaną	ʋ ɛ r p ə - ( - - )	ʋɛrpə	werpen	428	Dutch				warp	*werpaną	300
1768	ʋ ɔː p	*warpą	ʋ ɔː - p ( - - )	ʋɔːp	warp	484	English				warp	*warpą	300
1561	ʋ ɔː p	*werpaną	ʋ ɔː - p - - ( - - )	ʋɔːp	warp	428	English				warp	*werpaną	300
1767	v ɛ r f t	*warpą	v ɛ r f ( t - )	vɛrft	Werft	484	German				warp	*warpą	300
1560	v ɛ r f ə n	*werpaną	v ɛ r f ə n ( - - )	vɛrfən	werfen	428	German				warp	*werpaną	300
1173	ʋ r ɑ t	*warto	ʋ - r ɑ t -	ʋrɑt	wrat	321	Dutch				wart	*warto	301
1172	ʋ ɔː t	*warto	ʋ ɔː - - t -	ʋɔːt	wart	321	English				wart	*warto	301
1171	v a r ts ə	*warto	v a r - ts ə	vart͡sə	Warze	321	German				wart	*warto	301
1001	ʋ ɑ s ə	*waskaną	ʋ ɑ s - ə - ( - - )	ʋɑsə	wassen	274	Dutch				wash	*waskaną	302
1000	ʋ ɔ ʃ	*waskaną	ʋ ɔ ʃ - - - ( - - )	ʋɔʃ	wash	274	English				wash	*waskaną	302
999	v a ʃ ə n	*waskaną	v a ʃ - ə n ( - - )	vaʃən	waschen	274	German				wash	*waskaną	302
